Commodity,Year,Attribute,Value
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1995,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1996,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1997,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1998,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1999,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2000,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2001,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2002,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2003,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2004,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2005,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2006,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2007,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2008,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1985,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1986,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1987,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1988,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1989,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1990,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1991,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1992,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1993,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1994,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1995,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1996,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1997,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1998,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1999,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2000,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2001,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2002,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2003,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2004,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2005,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2006,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2007,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2008,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,"Total loss, all levels-Percent",41.26
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Per capita availability adjusted for loss-Lbs/year,0.321886264
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Per capita availability adjusted for loss-Lbs/year,0.484435732
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Per capita availability adjusted for loss-Lbs/year,0.678139697
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Per capita availability adjusted for loss-Lbs/year,1.211301831
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,Per capita availability adjusted for loss-Lbs/year,1.622726433
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,Per capita availability adjusted for loss-Lbs/year,2.866027226
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,Per capita availability adjusted for loss-Lbs/year,4.214633138
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,Per capita availability adjusted for loss-Lbs/year,5.637707446
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,Per capita availability adjusted for loss-Lbs/year,6.324791366
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,Per capita availability adjusted for loss-Lbs/year,8.66426628
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,Per capita availability adjusted for loss-Lbs/year,11.13458555
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,Per capita availability adjusted for loss-Lbs/year,13.41273416
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,Per capita availability adjusted for loss-Lbs/year,15.63466024
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,Per capita availability adjusted for loss-Lbs/year,18.32774641
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,Per capita availability adjusted for loss-Lbs/year,21.86670985
